"unique" "vcf_ord" "position" "chrom" "a_freq_old" "for_relatedness" "a_freq_final" "keep_loci" "quasi_indep" "pca_ALL_PC1_loadings" "pca_ALL_PC2_loadings" "pca_ALL_PC3_loadings" "pca_PRUNED_PC1_loadings" "pca_PRUNED_PC2_loadings" "pcadapt_3.0.4_ALL_chisq" "pcadapt_3.0.4_ALL_log10p" "pcadapt_3.0.4_PRUNED_log10p" "OutFLANK_0.2_FST" "OutFLANK_0.2_He" "OutFLANK_0.2_ALL_log10p" "OutFLANK_0.2_PRUNED_log10p" "LFMM_ridge_0.0_ALL_log10p" "LFMM_lasso_0.0_ALL_log10p" "Spearmans_ALL_rho" "simID" "RDAvegan_2.52_ALL_RDA1" "RDAvegan_2.52_ALL_PC1" "RDAvegan_2.52_ALL_PC2" "RDAvegan_2.52_ALL_PC3" "RDAvegan_2.52_PRUNED_RDA1" "RDAvegan_2.52_PRUNED_PC1" "RDAvegan_2.52_PRUNED_PC2" "RDAvegan_2.52_PRUNED_PC3"
"178717_0.056" 4945 178717 4 0.056 FALSE 0.0558912386706949 TRUE TRUE 0.00519137725575416 -0.00786083899297712 -0.00415529158481477 0.020541179970158 0.0223669678753522 4.32819379703894 0.64180511707497 0.434512897144098 0.0156775611233756 0.105534816221101 0.239314291495561 0.283210854296813 0.159191343511921 0.0888289078254889 0.0527564159245745 10900 -0.0371870848810653 0.042977376241111 -0.0437865383546643 -0.014716993162794 -0.0449845633397553 0.0487344386358263 -0.0741262480543902 0.127042452996751
"178744_0.0545" 4946 178744 4 0.0545 FALSE 0.0548841893252769 TRUE TRUE -0.00912779320878664 3.08407481442944e-05 -0.00784826751277498 0.00377351542015925 -0.000747988650343094 8.67977689482971 1.47023882578107 0.0809258937048964 0.00720139790224198 0.103743830174768 0.0488930961269548 0.0630182512303594 0.130072882497179 0.151241387555539 0.00227308064386029 10900 -0.00312556439615248 -0.0728647086622491 0.00518547801591824 -0.0405636388614904 -0.0037809403453078 0.0204152038984615 -0.00924603837929859 -0.128293941334781
"178813_0.03" 4949 178813 4 0.03 FALSE 0.0302114803625378 TRUE TRUE NA NA NA NA NA NA NA 0.406963189941065 0.011374860826626 0.0585974936336833 NA NA 0.134203785167237 0.0492919126661591 0.0676931613940124 10900 -0.042887315329225 -0.017615247490693 -0.0525086012544621 -0.0264009422928138 -0.0518800319807244 0.0377838509236887 -0.00111235384477736 -0.0151714426207755
"17890_0.101" 427 17890 1 0.101 FALSE 0.100704934541793 TRUE FALSE -0.00304128449018762 -0.0050214526579601 0.00608822476518484 NA NA 2.19977141404372 0.274093758117207 0.722686710817202 0.0220348216317295 0.181126901401451 0.577342061005036 0.654773605418368 0.699864514465168 0.689901812093563 0.127224356137674 10900 -0.0756562290603291 -0.0235712632310357 -0.0124753456150331 0.0344697460937618 NA NA NA NA
"178946_0.031" 4952 178946 4 0.031 FALSE 0.0307150050352467 TRUE TRUE NA NA NA NA NA NA NA 0.779131260211255 0.0188220247072034 0.0595431870018628 NA NA 0.720642164285761 0.807234726248143 0.0628595302140853 10900 -0.0431157738425708 -0.0391502304063487 0.00293536158167961 -0.0795709928795389 -0.0521563942311396 0.092304010514327 0.040551125125925 0.00677389445168039
"179049_0.021" 4955 179049 4 0.021 FALSE 0.0211480362537764 TRUE TRUE NA NA NA NA NA NA NA 0.177110360917649 0.00433460353694845 0.0414015936327707 NA NA 0.0337043334705239 0.0174124615381809 -0.0661292091232014 10900 0.0373462024405868 -0.00262665077469838 0.0077588569064798 0.031070184970742 0.0451770450563958 -0.000468372089401989 0.057970976749244 -0.0378492619337328
"179058_0.1245" 4956 179058 4 0.1245 TRUE 0.124370594159114 TRUE FALSE 0.00742500369007012 -0.00478590713740486 0.00607016632162628 NA NA 6.7316664177051 1.09172682309164 0.0145667121240569 0.0149366543613988 0.217805098935245 0.214572270520001 0.255359605531394 0.0297428132309373 0.0809356201873411 -0.0251337180331749 10900 0.0108695389474134 0.0564163505724722 -0.032295216240669 0.0240446283719753 NA NA NA NA
"17909_0.198" 428 17909 1 0.198 FALSE 0.196374622356495 TRUE TRUE -0.00295925208566949 -0.000954863361211265 0.0008815304820688 0.00740863916684923 0.000566079468056366 0.759895763847978 0.0659899588805179 0.150850891292967 0.0116442390154986 0.315623260101678 0.125410037685684 0.153542837545521 0.332437724524496 0.358975861581248 0.016682910858589 10900 -0.0180580965399478 -0.022743745144944 -0.00291378355347993 0.00862312532615557 -0.0218445621697634 0.0263077877995362 -0.0177085629006563 0.062462821894062
"179107_0.718" 4958 179107 4 0.718 FALSE 0.717522658610272 TRUE TRUE -0.00803949508861332 0.00664114483005069 0.00441402496360423 -0.0167495732006023 0.0172541400497 7.22812778240085 1.18727846885772 0.340782048561362 0.0133251537804414 0.405367785982238 0.173167487011171 0.208403076472896 0.12648618148941 0.0667570989873545 -0.0217759517770331 10900 0.016696971918323 -0.0605432452699038 0.0419850553522496 0.0270090899197912 0.0201980336249578 -0.0497726541200739 -0.0587692146522178 -0.000757526184019766
"179182_0.046" 4960 179182 4 0.046 FALSE 0.0458207452165156 TRUE TRUE NA NA NA NA NA NA NA 2.90028305442786 0.0444741703239803 0.0874424090486372 NA NA 2.01267803730283 1.80929903633298 -0.124580625897691 10900 0.0747460429946369 0.015418960000897 0.0788218935241039 0.025661568887942 0.090418975196423 -0.206645788911376 -0.12740718289863 0.166093311165203
"179213_0.0125" 4961 179213 4 0.0125 FALSE 0.0120845921450151 TRUE TRUE NA NA NA NA NA NA NA 2.21535709747191 0.0232557012133599 0.0238771095554073 NA NA 2.67048666121846 2.75355099912743 -0.054695760029095 10900 0.0261679808699379 0.0296391458587908 0.0601307548246864 0.0539969250703482 0.0316549467827903 -0.216660371368032 0.0131637870202592 -0.0061854787378937
"179275_0.195" 4965 179275 4 0.195 FALSE 0.193353474320242 TRUE TRUE 0.0070151782597066 -7.90300808809547e-05 0.0071303263116912 -0.021660246868043 0.0160835115618968 5.11330095937895 0.785987875609484 0.630891075866249 0.00369312417525165 0.311935816577066 0.0201176638160197 0.0272173586782899 1.11287773023 1.28750274124983 -0.0102752181137504 10900 0.00810407160738469 0.0591563807460396 -0.00129630667960747 0.0424490778050445 0.00980335306459939 -0.0970333659048552 -0.0526145653243224 0.107020313506926
"179363_0.0365" 4966 179363 4 0.0365 FALSE 0.0367573011077543 TRUE TRUE NA NA NA NA NA NA NA 0.0512833696832482 0.00637734491548429 0.0708124038460562 NA NA 0.222550982213437 0.337077227718374 -0.0504416070013754 10900 0.0281925283107932 0.06030574303953 0.0289126825147231 -0.0015429341449208 0.03410400625811 0.0273353896021599 0.022900908634821 0.0319356487980929
"179398_0.011" 4967 179398 4 0.011 FALSE 0.0110775427995972 TRUE FALSE NA NA NA NA NA NA NA 0.869981440278049 0.0642309241665017 0.0219096616902403 NA NA 0.617565074072814 0.486739867095089 -0.0842583920339845 10900 0.0447738468568141 0.0477023236647446 0.061458436447625 0.00117155033486585 NA NA NA NA
"179457_0.02" 4969 179457 4 0.02 FALSE 0.0196374622356495 TRUE TRUE NA NA NA NA NA NA NA 0.18304297889061 0.00642400434458573 0.0385036646251857 NA NA 0.383590311732832 0.493470181176439 0.00549805003081596 10900 0.000707346302130259 0.00206365590797819 -0.0173240613368963 0.0239902747375947 0.000855664396203374 -0.0377325667148652 0.0378026830484909 -0.0389780677091005
"179509_0.2035" 4972 179509 4 0.2035 TRUE 0.202920443101712 TRUE FALSE 0.00898807985734111 -0.00142479750636061 0.0124582298806585 NA NA 10.0594184606621 1.74309590548577 0.146245582729646 0.0191007176930809 0.323487473746234 0.442510760866205 0.508053844980913 0.0564387598449832 0.0741496848244128 -0.0272890577345593 10900 0.00765770552576472 0.0656608191130762 -0.0105714032447776 0.0530342976702797 NA NA NA NA
"179535_0.0225" 4973 179535 4 0.0225 FALSE 0.0226586102719033 TRUE FALSE NA NA NA NA NA NA NA 0.0327561726457828 0.0270296880730802 0.0442903953048983 NA NA 0.0661805843506441 0.0628796721675525 -0.0316519707517982 10900 0.020035370656414 -0.00421042295607541 -0.000641733645756679 -0.0550504271835871 NA NA NA NA
"179551_0.0745" 4974 179551 4 0.0745 FALSE 0.0745216515609265 TRUE TRUE 0.00560075932350135 -0.00242089818733731 0.000482240215382245 0.00496932841225435 -0.00397621692729926 2.71937136573416 0.359572863016825 0.086089367689057 0.0167979048405361 0.137936350019116 0.300454855630362 0.351503326574518 0.0674911400476293 0.101239170115215 0.0186543868167737 10900 -0.0116276521968241 0.0434897406074337 -0.0124070945136353 0.00663761477414945 -0.0140657666072398 0.00745554430465302 -0.00485022883257458 0.0475120028028477
"179688_0.1885" 4976 179688 4 0.1885 FALSE 0.187814702920443 TRUE TRUE 0.00569527318913099 0.00181494195106731 0.0119166811471072 -0.0180140343284367 -0.0315334941017493 5.41066371398349 0.841394386259147 0.455319078107338 0.0172069661007448 0.305080680574698 0.348727527422148 0.404987740695499 0.243904217297208 0.246375060225215 -0.0567078786146917 10900 0.0235682705042067 0.0410141319188738 0.00409740083658647 0.0500457934848313 0.028510122820754 -0.0490355828011377 0.121821248266868 -0.106785799937192
"17978_0.1095" 430 17978 1 0.1095 TRUE 0.110271903323263 TRUE TRUE -0.00209500629270642 0.00800214397664093 0.00768131062334216 -0.0206821024450629 0.00228941952844017 3.09193924408875 0.422892078057866 0.509611543177683 0.0219976124334677 0.196224021321455 0.47439946930208 0.542890844732079 0.552018663323067 0.509792773844976 -0.0630152976785159 10900 0.038280305843039 -0.0146397449658846 0.0428592370076171 0.0319093512514137 0.046307013533567 -0.0532860006955588 -0.0176107122550437 0.00248242354079632
"179827_0.037" 4979 179827 4 0.037 FALSE 0.0367573011077543 TRUE TRUE NA NA NA NA NA NA NA 0.148990579744801 0.0212377939101315 0.0708124038460562 NA NA 0.238073185503665 0.233748053718838 -0.00757867086000822 10900 0.00295682867785851 -0.0112856131444758 0.0168100507779962 0.00261276116328116 0.00357682371095609 -0.0286663449439535 0.0012144687314217 -0.0417614654233584
"179829_0.1935" 4980 179829 4 0.1935 TRUE 0.193353474320242 TRUE FALSE 0.00197718702812734 0.00265615540340881 -0.00458502693677073 NA NA 0.955185349604664 0.0903937335123862 0.821259989970108 0.0145120973843337 0.311935816577066 0.21478910681778 0.255604312709687 1.02764688514037 1.08890120830557 -0.0710202407646785 10900 0.0431858436879797 0.0193103994774845 0.0095163938178855 -0.0209337100975691 NA NA NA NA
"179948_0.0245" 4985 179948 4 0.0245 FALSE 0.0246727089627392 TRUE FALSE NA NA NA NA NA NA NA 0.0865710727793877 0.0220407411909588 0.0481279327903581 NA NA 0.0402876511399947 0.0446333864604368 -0.00768839874695688 10900 0.00536944317655096 -0.00344879566798053 -0.00419548339425466 -0.0452433753595127 NA NA NA NA
"17995_0.1095" 431 17995 1 0.1095 FALSE 0.110271903323263 TRUE FALSE -0.00209500629270642 0.00800214397664093 0.00768131062334216 NA NA 3.09193924408875 0.422892078057866 0.509611543177683 0.0219976124334677 0.196224021321455 0.47439946930208 0.542890844732079 0.552018663323067 0.509792773844976 -0.0630152976785159 10900 0.038280305843039 -0.014639744965884 0.0428592370076166 0.0319093512514138 NA NA NA NA
"180033_0.4525" 4986 180033 4 0.4525 FALSE 0.452165156092649 TRUE TRUE 0.00275920729933119 0.0030607686615369 -0.00902543043780543 -0.0152106790650371 0.0514190484302257 2.65028513768013 0.348003251073329 0.354858299188735 0.013278193694975 0.495423655416719 0.19522181437567 0.233473775768526 0.552454695934575 0.566509157782335 -0.056882969127445 10900 0.0342109851945768 0.0246363278008003 0.00937316261217612 -0.0417352012440725 0.0413844278281806 -0.0357237681770724 -0.161053232262175 0.0951261295299604
"180073_0.107" 4987 180073 4 0.107 FALSE 0.107754279959718 TRUE TRUE -0.00188969271898934 -0.00194731491143558 0.00255591219033172 -0.0028213462355943 -0.0139694915379816 0.547259475160827 0.041726422120954 0.0490677199221103 0.0120239788129063 0.192286590220161 0.136732408672943 0.166631002811549 0.021744983126139 0.0136569410180392 -0.0950695920073535 10900 0.0566729672699974 -0.015294571986586 -0.0196836288275885 0.00505627503503485 0.0685562929700674 0.0332810602249106 0.0459546455801855 -0.107302358782034
"180079_0.301" 4988 180079 4 0.301 FALSE 0.300604229607251 TRUE FALSE -0.000607032857561818 0.00157421226437895 0.00852152786437671 NA NA 1.58430511701098 0.178516773690369 0.357121570665503 0.0147155837821987 0.420482653498964 0.219508691205235 0.260927699116197 0.326993608342433 0.350210094083241 -0.0174153485104655 10900 0.00852979540326246 -0.00608886306164659 0.00853034963788563 0.0395264722890525 NA NA NA NA
"18008_0.0205" 432 18008 1 0.0205 FALSE 0.0206445115810675 TRUE FALSE NA NA NA NA NA NA NA 0.520377224477454 0.0112072763016951 0.0404366314452931 NA NA 0.565807634491036 0.543075994880471 0.0727492312147667 10900 -0.0437085019603288 0.0200712875615437 -0.0249948516612488 0.0340596599478884 NA NA NA NA
"180256_0.075" 4990 180256 4 0.075 FALSE 0.0750251762336354 TRUE TRUE 0.00364013946855732 0.00915603142597665 0.00592515575282086 -0.0403447010909825 0.0158900393747358 3.15228487825736 0.43328381811158 1.38664617763204 0.0270928205622296 0.138792798329495 0.792577400512137 0.886529750440773 1.60855093499523 1.62656449544179 -0.149903798943025 10900 0.0876531877011813 0.0308064264782585 0.0379158402331235 0.0220476867217111 0.106032521416675 -0.102014227527119 -0.0297425342740947 0.0072310872744189
"18026_0.193" 433 18026 1 0.193 FALSE 0.193856998992951 TRUE FALSE 0.000291198669535203 -0.00323468485840064 -0.000641360544815435 NA NA 0.288948574534375 0.0167827752716775 0.0769922605732354 0.00752462867640371 0.312552925868796 0.0558695108395609 0.0714845520959723 0.0755630848180005 0.102402068882835 -0.0493062960907744 10900 0.0321432353690802 0.00167064040731552 -0.02281521408588 -0.0062816577263116 NA NA NA NA
"180322_0.046" 4994 180322 4 0.046 FALSE 0.0463242698892246 TRUE TRUE NA NA NA NA NA NA NA 2.31890616833769 0.0569279298429501 0.0883566638169095 NA NA 3.41231085963993 3.46836303213705 0.232540570394429 10900 -0.137957933158021 -0.0103238006612591 -0.0459776957836857 0.0382741081896718 -0.166885288325697 0.102052725614859 0.0316128632244901 0.0552752894524026
"180360_0.0305" 4995 180360 4 0.0305 FALSE 0.0307150050352467 TRUE FALSE NA NA NA NA NA NA NA 0.344748996369529 0.0143349108484306 0.0595431870018628 NA NA 0.584618271592923 0.605496234283055 -0.0491156688196757 10900 0.0342307275867199 0.0419598573875586 0.0131184128319116 -0.00727003251972011 NA NA NA NA
"180380_0.4465" 4996 180380 4 0.4465 FALSE 0.445619335347432 TRUE FALSE 0.00279080218213234 0.00158240357557679 -0.011070859954969 NA NA 3.36305665237953 0.469848580171517 0.0680278989080688 0.0280140722900775 0.49408548662389 0.914386936200923 1.01672294303006 0.0382453023980879 0.0612701579809097 -0.00238968240852296 10900 0.00336789130712252 0.0236416631786928 0.00540217009710043 -0.0467362830929297 NA NA NA NA
"18045_0.193" 434 18045 1 0.193 FALSE 0.193856998992951 TRUE FALSE 0.000291198669535203 -0.00323468485840064 -0.000641360544815435 NA NA 0.288948574534375 0.0167827752716775 0.0769922605732354 0.00752462867640371 0.312552925868796 0.0558695108395609 0.0714845520959723 0.0755630848180005 0.102402068882835 -0.0493062960907744 10900 0.0321432353690802 0.00167064040731569 -0.02281521408588 -0.00628165772631117 NA NA NA NA
"180528_0.027" 4999 180528 4 0.027 FALSE 0.027190332326284 TRUE FALSE NA NA NA NA NA NA NA 1.13805501297274 0.0208839714338382 0.0529020363085402 NA NA 1.14376820667629 1.09008641228 0.10550159625309 10900 -0.062848279883443 0.0399646340756807 -0.0526416584516775 -0.0147892230617053 NA NA NA NA
"180571_0.1565" 5001 180571 4 0.1565 FALSE 0.156092648539778 TRUE TRUE -0.00164621525961268 0.00532767374340409 -0.00237848426161377 -0.027237425990262 0.0546245474405141 1.33589733919718 0.142289434734023 0.828127437864693 0.0347420911441253 0.263455467223231 1.38180292078487 1.5120252045646 0.915541698361144 0.917331743357075 -0.12469375390499 10900 0.0840825682710526 -0.00908156106710626 0.0190193971127039 -0.00809665825305073 0.101713205814753 -0.0564238540069728 -0.198464174727803 0.125212724136201
"180618_0.808" 5002 180618 4 0.808 FALSE 0.807653575025176 TRUE FALSE 0.000405390024822342 -0.00560438124893412 -0.00219943221980447 NA NA 0.858946749725011 0.0781461528345973 0.140815648235734 0.0115848367884351 0.310698555548456 0.138125807176114 0.168237845988718 0.159489797986379 0.228366200368873 0.0167104123389101 10900 -0.0160257592774775 0.00214987311393477 -0.029971059994163 -0.00322201260877439 NA NA NA NA
"180621_0.1295" 5004 180621 4 0.1295 TRUE 0.128902316213494 TRUE FALSE -0.00117710914906794 0.004480943638616 -0.0044826879258416 NA NA 1.3990258770258 0.151341059996315 0.260447444224649 0.024058694277632 0.224573018176581 0.624143173604527 0.70538934793825 0.385317958955771 0.363950396167336 -0.067538432082203 10900 0.0462780763763556 -0.00629886385582707 0.0205481338336689 -0.0207720460394545 NA NA NA NA
"180695_0.7755" 5007 180695 4 0.7755 FALSE 0.774924471299094 TRUE TRUE -0.00110235135767499 0.000258750084026117 0.00345150925102331 -0.0239980939847547 -0.0358407106655908 0.353108199904337 0.0223909652221015 0.63320410825159 0.0108804337347413 0.348833070161828 0.119778004799538 0.147010427702865 0.689577037558026 0.776362387143967 -0.0258452931218721 10900 0.0135942056864627 -0.0100228358739264 -3.6410000733622e-05 0.0199249126710053 0.016444671818514 -0.0968858922538996 0.0909021667806808 -0.00739219326880599
"180696_0.2655" 5008 180696 4 0.2655 FALSE 0.265357502517623 TRUE TRUE 0.00433284023531993 0.00148093996568174 0.0030973728604412 -0.0101494365893906 -0.0400267120890794 1.58828395163643 0.179109693350409 0.242762726108725 0.0121410947378092 0.389885796750466 0.147961476944346 0.179557607974684 0.198149982942755 0.203579582529115 0.00470779331424871 10900 -0.00877950160240623 0.0317153792558332 0.00955435508958359 0.0136548727898336 -0.010620408864746 -0.0518854091417573 0.114333515071108 -0.0151977829694183
"18071_0.093" 435 18071 1 0.093 FALSE 0.0936555891238671 TRUE FALSE -0.00250067008080976 0.009931385017246 0.00678635789649741 NA NA 3.92067737738651 0.568382302464114 0.936829905346599 0.0243190854151219 0.169768439499457 0.603771048095763 0.683374022158332 0.885022802749754 0.822390847755824 -0.0932906830488188 10900 0.0603336370177931 -0.0178316385661954 0.0495567060658696 0.0235202833584371 NA NA NA NA
"180717_0.0275" 5010 180717 4 0.0275 FALSE 0.027693856998993 TRUE TRUE NA NA NA NA NA NA NA 0.0462767638827685 0.0112414477056488 0.0538538145670244 NA NA 0.0445958090075411 0.0457235686112467 -0.00919995394350327 10900 0.00540420625458383 -0.00163044849387591 -0.00164284884516573 -0.0218525992449087 0.00653737337406115 -0.00712500685960858 0.0170330436450788 0.0108316568589279
"180768_0.0245" 5011 180768 4 0.0245 FALSE 0.0241691842900302 TRUE TRUE NA NA NA NA NA NA NA 0.19602056029988 0.0737787954393352 0.0471700696415693 NA NA 0.244644035173873 0.35438312769433 -0.11542751428844 10900 0.0719251135825299 -0.0428562040952846 -0.0416671829496534 0.0425005012006898 0.0870065464399941 0.0211723319434912 0.0461026290800436 -0.0142407022175434
"180841_0.065" 5012 180841 4 0.065 FALSE 0.0649546827794562 TRUE TRUE 0.00145806941663086 0.00102193531497924 0.00765700223506846 0.00672829277316357 0.0242305707170574 1.3474344841604 0.143935273671792 0.0693247088215897 0.016028907860655 0.121471143928953 0.302059283589772 0.353286590227654 0.0239367263632461 0.0273472143851094 -0.0259495293985188 10900 0.0198633878098756 0.0111634657991745 0.00448256092158349 0.0253763362936899 0.02402839130664 0.0397370947517569 -0.0570165445118722 -0.113634746438278
"18089_0.907" 437 18089 1 0.907 FALSE 0.906344410876133 TRUE FALSE 0.00250067008080976 -0.009931385017246 -0.00678635789649741 NA NA 3.93816063033323 0.571509561648386 0.936829905346259 0.0243190854151218 0.169768439499457 0.60377104809576 0.68337402215833 0.885022802749754 0.822390847755824 0.0932906830488188 10900 -0.0603336370177931 0.0178316385661954 -0.0495567060658706 -0.0235202833584386 NA NA NA NA
"181203_0.0745" 5017 181203 4 0.0745 FALSE 0.0745216515609265 TRUE TRUE 0.000903339479066181 -0.00582373478836907 0.00262842743293085 -0.00120581103104329 -0.0319482830421738 1.23041264815784 0.127424370850096 0.00913680326036572 0.0132890476575815 0.137936350019116 0.21916705480691 0.260542535161642 0.062637619119717 0.0223798636236327 0.0340437345062956 10900 -0.0306444013973065 0.00444521121522717 -0.0294623842038764 0.0146331059240119 -0.037069994060436 -0.0238303497334965 0.0858346511455339 -0.0418701459207214
"181208_0.018" 5018 181208 4 0.018 FALSE 0.0181268882175227 TRUE TRUE NA NA NA NA NA NA NA 0.149953684351737 0.0448528507955945 0.0355966082821439 NA NA 0.0509451806244932 0.093226617312405 0.00165392970620859 10900 0.00420310691086886 -0.045501678874327 0.0344554600344083 -0.00516073362324517 0.00508442459688512 0.0434509217973452 -0.171758891983977 -0.155609679496831
"181264_0.4415" 5019 181264 4 0.4415 FALSE 0.442094662638469 TRUE TRUE -0.00345623405149809 -0.00326962275160465 0.0112048402739205 0.00248951773234688 -0.00242534019935212 4.08420136177884 0.597714064755328 0.0614798850182981 0.00845993690659563 0.493293943810095 0.0789355847419807 0.0991018018381443 0.0659850085703284 0.0283443390115237 0.0281128383728951 10900 -0.016388791344029 -0.0271299905208807 -0.0176071558985345 0.053583749750749 -0.0198252329978382 -0.000512938595177678 0.0349988304595813 -0.0397258883984806
"181288_0.605" 5020 181288 4 0.605 TRUE 0.605236656596173 TRUE FALSE -0.00108538007926475 0.00489873943630282 0.0102516743976666 NA NA 2.55033661636555 0.331369258265639 0.643503794985932 0.0124101059759533 0.477850492216918 0.171506842015038 0.206509309509628 0.659673974788086 0.667922747562544 -0.0617350968467262 10900 0.0391280811319176 -0.00652057434325309 0.0245576499480971 0.0509713635603168 NA NA NA NA
"181591_0.023" 5023 181591 4 0.023 FALSE 0.0226586102719033 TRUE TRUE NA NA NA NA NA NA NA 1.40335063329293 0.00987679468061721 0.0442903953048983 NA NA 1.01934149618575 0.972950123296726 0.120189660549518 10900 -0.0745300814959393 0.0281041179254431 -0.0356362507741027 -0.0123839794625291 -0.090157730365101 0.109390086265243 0.0791854624066056 0.0548403386441415
"181610_0.014" 5024 181610 4 0.014 FALSE 0.014098690835851 TRUE FALSE NA NA NA NA NA NA NA 0.0315651456646398 0.0178288280496001 0.0277998355051319 NA NA 0.0875593871667237 0.106786920898892 0.0577679615964731 10900 -0.0307228662344307 -0.0309746920006068 0.0159384345105557 0.0277562650865245 NA NA NA NA
"181660_0.7815" 5025 181660 4 0.7815 FALSE 0.781973816717019 TRUE FALSE -0.000891515138623074 -0.00444667347226472 0.00618013092427675 NA NA 1.6627564084207 0.190275090368894 0.507229766843206 0.0175374346914422 0.340981533372074 0.308403441265055 0.36033390187493 0.519579497852639 0.482623716446113 0.0589994991953804 10900 -0.0320674253442318 -0.00937662836117334 -0.024441704758176 0.0241348863099918 NA NA NA NA
"181669_0.0705" 5027 181669 4 0.0705 TRUE 0.0704934541792548 TRUE FALSE 0.00111971241221714 -0.0155913006709739 0.00709922120731689 NA NA 8.34636193256239 1.40483022222861 1.25085556256349 0.0461056600444167 0.131048254194264 2.53911859035968 2.72224719841586 1.41618763449411 1.23234563245318 0.183974369470713 10900 -0.120221818852884 0.00892609801498062 -0.0664271983782043 0.0462226970763984 NA NA NA NA
"181794_0.2425" 5031 181794 4 0.2425 FALSE 0.242195367573011 TRUE FALSE 0.000174062016223343 -0.00627252707160441 0.00101591155247239 NA NA 1.17352551200674 0.119551862318093 0.144274570793964 0.0129204942589529 0.36707354299837 0.149676920516844 0.181527987916281 0.02743662810845 0.0296492205119471 -0.0086225282429534 10900 0.00854264134000287 -0.00219081347062405 -0.0429356797183042 0.000850915119289297 NA NA NA NA
"181820_0.2515" 5032 181820 4 0.2515 FALSE 0.251258811681772 TRUE FALSE -0.000704448876402094 0.00459378727029724 -0.00303968266263799 NA NA 0.998408960225124 0.0960222774058356 0.0511046518043372 0.00934319379472463 0.376255642468072 0.0819449337755265 0.102669834195336 0.0303691078236783 0.0791138092191265 -0.0417805844416147 10900 0.0232276233394798 -0.0049810830589664 0.0237929571229149 -0.0132827765461505 NA NA NA NA
"181835_0.244" 5033 181835 4 0.244 FALSE 0.244209466263847 TRUE TRUE 0.00133485910409553 0.000530210139001596 -0.00563810253003389 -0.00998608225137944 0.0190883144249765 0.843615332870682 0.0762334549782289 0.262646319581672 0.00751097162001431 0.369142405701948 0.0608431095623901 0.0774845897555634 0.221886014220324 0.218416462982913 -0.0132848434628464 10900 0.00731132934045076 0.0118679724503506 0.00364008668684692 -0.0229421291407787 0.00884438666986733 -0.0542472988507232 -0.0704159338115017 0.0574912426337196
"181898_0.0445" 5036 181898 4 0.0445 FALSE 0.0443101711983887 TRUE FALSE NA NA NA NA NA NA NA 0.0819009757296397 0.00934351055456193 0.0846935598535163 NA NA 0.0169770418931216 0.0277649910858762 -0.0517889997421311 10900 0.0315036200916584 0.0372143301580676 -0.00708325118467463 0.0310295140123568 NA NA NA NA
"181921_0.0355" 5037 181921 4 0.0355 FALSE 0.0352467270896274 TRUE FALSE NA NA NA NA NA NA NA 1.31013570990525 0.0607318356329772 0.0680087906381932 NA NA 1.22673025208351 1.12390949476341 -0.124784973930055 10900 0.0700047138766834 0.0199250429214573 0.0562772922377548 0.015687685026881 NA NA NA NA
"181922_0.0875" 5038 181922 4 0.0875 FALSE 0.0876132930513595 TRUE FALSE 0.00429902559217229 -0.00920413179023254 0.00845398243469808 NA NA 6.26707504965057 1.00298397810546 0.44320658775211 0.0280402211464338 0.159874407864112 0.959746536634729 1.06506237825479 0.71763774935162 0.646749423660277 0.103842345769236 10900 -0.0745377006273954 0.0333225992022724 -0.03989161677932 0.0471422582692613 NA NA NA NA
"18203_0.01" 440 18203 1 0.01 FALSE 0.0100704934541793 TRUE TRUE NA NA NA NA NA NA NA 0.127209182008108 0.0124742132533977 0.0199381572315369 NA NA 0.118949706623712 0.0968463033652795 -0.00745223327212763 10900 0.00440199707110277 -0.0302350614718528 -0.0211038119966287 -0.00906611349986312 0.00532501852994849 0.0352298941289185 -0.0202468572152175 -0.0301359847808263
"182062_0.2915" 5039 182062 4 0.2915 FALSE 0.291540785498489 TRUE TRUE 0.00114160413356474 -0.00517784473159287 0.00267645620972528 0.0076347397825534 -0.0404996836689979 1.18140037624766 0.12063534341577 0.214062452684704 0.00628184100220163 0.413089511778826 0.0390855735588516 0.0510002153323117 0.0508450596278263 0.0018506993397123 -0.00831170989326893 10900 0.00832580331845434 0.00561646274298084 -0.0344127795584749 0.0119645176064384 0.0100715780204664 0.0554257996623354 0.116464062491884 -0.0812196520002489
"182066_0.021" 5040 182066 4 0.021 FALSE 0.0211480362537764 TRUE TRUE NA NA NA NA NA NA NA 0.0322469180833793 -7.38181239430167e-05 0.0414015936327707 NA NA 0.111511104399414 0.128663710093907 0.0274396920322497 10900 -0.017177012063668 -0.0210961595100011 0.00375574175491559 -0.00272406915476148 -0.0207787297562347 -0.0162814049262229 0.00108045654448672 0.0141377149243906
"182170_0.6725" 5041 182170 4 0.6725 TRUE 0.672708962739174 TRUE TRUE 0.0016994245578832 -0.0091663614962891 0.00233814241550465 0.0271184544229952 0.0089313221773067 2.97990916507079 0.403696375903067 0.811926830437784 0.0319769672624641 0.440343228379117 1.14312924752777 1.25983126130183 0.458619725937376 0.366213735196552 0.0427098695410736 10900 -0.0260830656548091 0.0104680588340908 -0.0493211327332318 0.00612726898238296 -0.0315522263386983 0.0916293498615874 -0.0274522057489342 -0.0620134915323391
